Recipe_Name,Ingredients,Number_of_Ingredients,Amounts,Cooking_Time,Cooking_Time_Unit,Cooking_Time_Seconds,Calories,Sodium,Fat,Protein,Carbs,Fiber,Servings,Star_Rating,Number_of_Reviews,Course,Directions,avocado,banana,basil,beans,beef,bell pepper,broccoli,butter,carrot,celery,chicken breast,cilantro,cucumber,egg,eggplant,flour,garlic,garlic powder,ginger,green beans,ground beef,honey,lemon,lettuce,lime,mayonnaise,milk,mozzarella,mushroom,oil,olive oil,onion,oregano,paprika,pasta,pepper,potato,red onion,salmon,salt,scallion,shrimp,soy sauce,sugar,tomato,tomato paste,water,yogurt,zucchini,Actual_Ingredients,Number_of_Actual_Ingredients,Remove_Indices_1
Glazed Chicken with Mixed Vegetables,"['baby corn', 'soy sauce', 'sesame oil', 'garlic', 'sesame seeds', 'hoisin sauce', 'winter squash', 'chicken drumsticks', 'green beans', 'red onion', 'cilantro leaves']",11,"{'baby corn': '8  ', 'soy sauce': '0.5 cup ', 'sesame oil': '1 tablespoon ', 'garlic': '1 pound ', 'sesame seeds': '7 ounces ', 'hoisin sauce': '4 ounces ', 'winter squash': '1  ', 'chicken drumsticks': '1 clove ', 'green beans': '2 tablespoons ', 'red onion': '3 teaspoons ', 'cilantro leaves': '4 tablespoons '}",60,Minutes,3600,660,1240mg,36g,50g,33g,6g,4,,0,Main Dish,http://yummly.com/recipe/Glazed-Chicken-with-Mixed-Vegetables-1403782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,3,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,"['baby corn', 'soy sauce', 'sesame oil', 'garlic', 'sesame seeds', 'hoisin sauce', 'winter squash', 'chicken drumsticks', 'green beans', 'red onion', 'cilantro leaves']",11,[]
Simple Beef Stew,"['onion', 'balsamic vinegar', 'pepper', 'salt', 'ground beef', 'carrots', 'stewed tomatoes', 'green beans', 'italian seasoning', 'potatoes', 'celery', 'beef stock', 'tomato paste', 'minced garlic']",14,"{'onion': '1 pound ', 'balsamic vinegar': '0.5  ', 'pepper': '3  ', 'salt': '3  ', 'ground beef': '3  ', 'carrots': '1 tablespoon ', 'stewed tomatoes': '3 cups ', 'green beans': '1 quart ', 'italian seasoning': '1 tablespoon ', 'potatoes': '1 can ', 'celery': '2 tablespoons ', 'beef stock': '6 ounces ', 'tomato paste': '1  ', 'minced garlic': '1  '}",65,Minutes,3900,560,1620mg,17g,36g,70g,14g,4,,0,Main Dish,http://yummly.com/recipe/Simple-Beef-Stew-1690613,-1,-1,-1,-1,-1,-1,-1,-1,5,10,-1,-1,-1,-1,-1,-1,13,-1,-1,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,2,9,-1,-1,3,-1,-1,-1,-1,6,12,-1,-1,-1,"['onion', 'balsamic vinegar', 'ground beef', 'carrots', 'stewed tomatoes', 'green beans', 'italian seasoning', 'potatoes', 'celery', 'beef stock', 'tomato paste', 'minced garlic']",12,"[3, 2]"
One-Pot Creamy Sausage and Pasta,"['diced tomatoes', 'chicken broth', 'Johnsonville Italian Sausage Links', 'baby bella mushrooms', 'loosely packed fresh basil leaves', 'pasta', 'light olive oil', 'yellow bell pepper', 'fresh parsley', 'half and half', 'kosher salt', 'garlic cloves', 'sweet onion', 'low moisture mozzarella cheese', 'freshly ground black pepper']",15,"{'diced tomatoes': '2 tablespoons ', 'chicken broth': '1  ', 'Johnsonville Italian Sausage Links': '1  ', 'baby bella mushrooms': '4 ounces ', 'loosely packed fresh basil leaves': '4  ', 'pasta': '3  ', 'light olive oil': '8 ounces ', 'yellow bell pepper': '14.5 ounces ', 'fresh parsley': '2 cups ', 'half and half': '0.5 cup ', 'kosher salt': '0.5 cup ', 'garlic cloves': '0.25 cup ', 'sweet onion': '1  ', 'low moisture mozzarella cheese': '1  ', 'freshly ground black pepper': '8 ounces '}",55,Minutes,3300,860,1240mg,52g,38g,62g,4g,4,,0,Main Dish,http://yummly.com/recipe/One-Pot-Creamy-Sausage-and-Pasta-2525488,-1,-1,4,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,3,-1,6,12,-1,-1,5,14,-1,-1,-1,10,-1,-1,-1,-1,0,-1,-1,-1,-1,"['diced tomatoes', 'chicken broth', 'Johnsonville Italian Sausage Links', 'baby bella mushrooms', 'loosely packed fresh basil leaves', 'pasta', 'yellow bell pepper', 'fresh parsley', 'half and half', 'garlic cloves', 'sweet onion', 'low moisture mozzarella cheese']",12,"[10, 14, 6]"
Thai Salmon,"['salt', 'cooking spray', 'salmon fillets', 'green onions', 'Thai sweet chili sauce']",5,"{'salt': '6 ounces ', 'cooking spray': '1 pinch ', 'salmon fillets': '0.5 cup ', 'green onions': '3 tablespoons ', 'Thai sweet chili sauce': '1  '}",21,Minutes,1260,80,370mg,3.5g,6g,5g,1g,6,4.5,139,Main Dish,http://yummly.com/recipe/Thai-Salmon-2408300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,3,-1,-1,-1,-1,-1,-1,-1,-1,"['cooking spray', 'salmon fillets', 'green onions', 'Thai sweet chili sauce']",4,[0]
Garbanzos Sprinkled with Monkfish and Shrimp,"['ground black pepper', 'onion', 'vegetable oil', 'salt', 'garbanzo beans', 'jumbo shrimp', 'monkfish', 'fresh oregano', 'tomato sauce']",9,"{'ground black pepper': '2 tablespoons ', 'onion': '200 grams ', 'vegetable oil': '1  ', 'salt': '200 grams ', 'garbanzo beans': '1  ', 'jumbo shrimp': '1  ', 'monkfish': '15 ounces ', 'fresh oregano': '2 tablespoons ', 'tomato sauce': '1  '}",25,Minutes,1500,310,630mg,10g,26g,30g,6g,4,,0,Main Dish,http://yummly.com/recipe/Garbanzos-Sprinkled-with-Monkfish-and-Shrimp-518603,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,7,-1,-1,0,-1,-1,-1,3,-1,5,-1,-1,-1,-1,-1,-1,-1,"['onion', 'garbanzo beans', 'jumbo shrimp', 'monkfish', 'tomato sauce']",5,"[3, 0, 7, 2]"
Irish Nachos,"['greek yogurt', 'diced tomatoes', 'olive oil', 'pico de gallo', 'dried rosemary leaves', 'sea salt', 'fresh ground black pepper', 'thick sliced bacon', 'green onions', 'dried thyme leaves', 'cilantro leaves', 'shredded sharp cheddar cheese', 'russet potatoes', 'salsa']",14,"{'greek yogurt': '1.5 pounds ', 'diced tomatoes': '2 tablespoons ', 'olive oil': '0.5 teaspoon ', 'pico de gallo': '0.5 teaspoon ', 'dried rosemary leaves': '1  ', 'sea salt': '1  ', 'fresh ground black pepper': '1 cup ', 'thick sliced bacon': '5 slices ', 'green onions': '1  ', 'dried thyme leaves': '1  ', 'cilantro leaves': '1  ', 'shredded sharp cheddar cheese': '1  ', 'russet potatoes': '1  ', 'salsa': '1  '}",59,Minutes,3540,510,790mg,34g,17g,37g,3g,4,,0,Appetiz,http://yummly.com/recipe/Irish-Nachos-2542071,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,6,12,-1,-1,5,8,-1,-1,-1,1,-1,-1,0,-1,"['greek yogurt', 'diced tomatoes', 'pico de gallo', 'dried rosemary leaves', 'thick sliced bacon', 'green onions', 'dried thyme leaves', 'cilantro leaves', 'shredded sharp cheddar cheese', 'russet potatoes', 'salsa']",11,"[5, 6, 2]"
Italian Ground Chicken Pasta Skillet,"['low sodium chicken broth', 'pecorino romano cheese', 'diced red onion', 'ground chicken', 'garlic', 'dry pasta', 'sliced mushrooms', 'extra virgin olive oil', 'fresh basil', 'fire roasted diced tomatoes']",10,"{'low sodium chicken broth': '1 tablespoon ', 'pecorino romano cheese': '1 pound ', 'diced red onion': '2 cloves ', 'ground chicken': '8 ounces ', 'garlic': '0.25 cup ', 'dry pasta': '1 tablespoon ', 'sliced mushrooms': '14 ounces ', 'extra virgin olive oil': '2 cups ', 'fresh basil': '8 ounces ', 'fire roasted diced tomatoes': '0.25 cup '}",55,Minutes,3300,290,280mg,17g,28g,5g,<1g,4,4.5,6,Main Dish,http://yummly.com/recipe/Italian-Ground-Chicken-Pasta-Skillet-2385393,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,7,-1,-1,-1,5,-1,-1,2,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,"['low sodium chicken broth', 'pecorino romano cheese', 'diced red onion', 'ground chicken', 'garlic', 'dry pasta', 'sliced mushrooms', 'fresh basil', 'fire roasted diced tomatoes']",9,[7]
Low Carb Chicken Parmesan Pizza Casserole,"['dried tarragon', 'oil', 'spanish paprika', 'sweetener', 'desiccated coconut', 'large egg', 'eggplant', 'fresh parsley', 'Parmesan cheese', 'dried thyme', 'ground sage', 'olive oil', 'chicken breast fillet', 'mozzarella', 'ground black pepper', 'diced tomatoes', 'salt and ground black pepper', 'salt', 'marjoram', 'ground oregano', 'pepperoni']",21,"{'dried tarragon': '3  ', 'oil': '4  ', 'spanish paprika': '15 pieces ', 'sweetener': '1 cup ', 'desiccated coconut': '1 cup ', 'large egg': '0.25 teaspoon ', 'eggplant': '0.25 teaspoon ', 'fresh parsley': '0.25 teaspoon ', 'Parmesan cheese': '1  ', 'dried thyme': '1  ', 'ground sage': '1 tablespoon ', 'olive oil': '1  ', 'chicken breast fillet': '1  ', 'mozzarella': '0.25 cup ', 'ground black pepper': '0.12 teaspoon ', 'diced tomatoes': '0.12 teaspoon ', 'salt and ground black pepper': '0.12 teaspoon ', 'salt': '0.12 teaspoon ', 'marjoram': '1  ', 'ground oregano': '1  ', 'pepperoni': '14 ounces '}",80,Minutes,4800,300,520mg,15g,25g,17g,7g,8,,0,Main Dish,http://yummly.com/recipe/Low-Carb-Chicken-Parmesan-Pizza-Casserole-2104833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,1,11,-1,19,2,-1,14,-1,-1,-1,17,-1,-1,-1,-1,15,-1,-1,-1,-1,"['dried tarragon', 'sweetener', 'desiccated coconut', 'large egg', 'eggplant', 'fresh parsley', 'Parmesan cheese', 'dried thyme', 'ground sage', 'chicken breast fillet', 'mozzarella', 'diced tomatoes', 'salt and ground black pepper', 'marjoram', 'pepperoni']",15,"[17, 14, 2, 19, 1, 11]"
Very Greek Grilled Chicken,"['boneless skinless chicken breasts', 'lemon juice', 'black pepper', 'chicken breasts', 'greek seasoning', 'extra virgin olive oil', 'dried oregano', 'lemon zest', 'poultry seasoning']",9,"{'boneless skinless chicken breasts': '8  ', 'lemon juice': '0.5 cup ', 'black pepper': '0.33 cup ', 'chicken breasts': '1 teaspoon ', 'greek seasoning': '1 teaspoon ', 'extra virgin olive oil': '1 teaspoon ', 'dried oregano': '1 teaspoon ', 'lemon zest': '1  ', 'poultry seasoning': '1  '}",45,Minutes,2700,440,310mg,23g,55g,2g,<1g,7,4.5,6,Main Dish,http://yummly.com/recipe/Very-greek-grilled-chicken-310056,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,5,-1,6,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['boneless skinless chicken breasts', 'lemon juice', 'chicken breasts', 'greek seasoning', 'lemon zest', 'poultry seasoning']",6,"[2, 6, 5]"
Beef Stew,"['cornstarch', 'beef stew meat', 'onion', 'large carrots', 'Worcestershire sauce', 'garlic powder', 'pepper', 'salt', 'beef broth', 'tomato paste', 'yukon gold potatoes']",11,"{'cornstarch': '2 pounds ', 'beef stew meat': '2 pounds ', 'onion': '6  ', 'large carrots': '1  ', 'Worcestershire sauce': '2 teaspoons ', 'garlic powder': '1 teaspoon ', 'pepper': '1 teaspoon ', 'salt': '1 tablespoon ', 'beef broth': '28 ounces ', 'tomato paste': '0.25 cup ', 'yukon gold potatoes': '2 tablespoons '}",35,Minutes,2100,900,2230mg,54g,50g,49g,12g,4,5,1,Main Dish,http://yummly.com/recipe/Beef-Stew-2531584,-1,-1,-1,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,6,10,-1,-1,7,-1,-1,-1,-1,-1,9,-1,-1,-1,"['cornstarch', 'beef stew meat', 'onion', 'large carrots', 'Worcestershire sauce', 'beef broth', 'tomato paste', 'yukon gold potatoes']",8,"[7, 6, 5]"
Chicken Lo Mein,"['cornstarch', 'chicken broth', 'soy sauce', 'sesame oil', 'onion', 'vegetable oil', 'carrots', 'hoisin sauce', 'scallions', 'egg noodles', 'ginger', 'sugar snap peas', 'garlic cloves', 'shiitake mushrooms', 'chicken breast']",15,"{'cornstarch': '4  ', 'chicken broth': '3 tablespoons ', 'soy sauce': '0.25 cup ', 'sesame oil': '2 tablespoons ', 'onion': '2 teaspoons ', 'vegetable oil': '1 teaspoon ', 'carrots': '1 tablespoon ', 'hoisin sauce': '1 tablespoon ', 'scallions': '2  ', 'egg noodles': '0.5  ', 'ginger': '0.5  ', 'sugar snap peas': '0.5 cup ', 'garlic cloves': '0.5 cup ', 'shiitake mushrooms': '1 pound ', 'chicken breast': '1  '}",35,Minutes,2100,1540,860mg,23g,73g,253g,12g,4,4.5,2,Main Dish,http://yummly.com/recipe/Chicken-Lo-Mein-9086420,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,14,-1,-1,-1,-1,-1,12,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,2,-1,-1,-1,-1,-1,-1,"['cornstarch', 'chicken broth', 'soy sauce', 'sesame oil', 'onion', 'carrots', 'hoisin sauce', 'scallions', 'egg noodles', 'ginger', 'sugar snap peas', 'garlic cloves', 'shiitake mushrooms', 'chicken breast']",14,[5]
Martina McBride's Grilled Chicken,"['boneless, skinless chicken breasts', 'kosher salt', 'olive oil', 'freshly ground black pepper']",4,"{'boneless, skinless chicken breasts': '2  ', 'kosher salt': '0.5 teaspoon ', 'olive oil': '0.25 teaspoon ', 'freshly ground black pepper': '1 tablespoon '}",,,,100,370mg,5g,12g,,,4,,0,,http://yummly.com/recipe/Martina-McBride_s-Grilled-Chicken-2580958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,3,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['boneless, skinless chicken breasts']",1,"[1, 3, 2]"
Vegetable Soup,"['chicken broth', 'olive oil', 'garlic', 'coarse ground black pepper', 'carrots', 'large potato', 'green beans', 'yellow onion', 'corn', 'celery', 'V-8 Juice', 'kosher salt', 'vine tomatoes']",13,"{'chicken broth': '0.25 cup ', 'olive oil': '1  ', 'garlic': '2 stalks ', 'coarse ground black pepper': '2 cloves ', 'carrots': '2 teaspoons ', 'large potato': '0.5 teaspoon ', 'green beans': '1  ', 'yellow onion': '2  ', 'corn': '1 cup ', 'celery': '1 cup ', 'V-8 Juice': '2  ', 'kosher salt': '4 cups ', 'vine tomatoes': '2 cups '}",45,Minutes,2700,210,880mg,11g,6g,24g,4g,6,4.5,40,,http://yummly.com/recipe/Vegetable-Soup-2624848,-1,-1,-1,-1,-1,-1,-1,-1,4,9,-1,-1,-1,-1,-1,-1,2,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,-1,-1,-1,3,5,-1,-1,11,-1,-1,-1,-1,12,-1,-1,-1,-1,"['chicken broth', 'garlic', 'carrots', 'large potato', 'green beans', 'yellow onion', 'corn', 'celery', 'V-8 Juice', 'vine tomatoes']",10,"[11, 3, 1]"
Stuffed Eggplant Sephardic Style,"['sweet paprika', 'hawaiij', 'vegetable oil', 'eggplant', 'black pepper', 'fresh parsley chopped', 'tomato puree', 'garlic', 'onions', 'eggs', 'bread crumbs', 'ground lamb', 'extra virgin olive oil', 'flour', 'spice', 'salt', 'fresh coriander', 'bay leaf', 'red pepper', 'ripe tomatoes']",20,"{'sweet paprika': '1  ', 'hawaiij': '3 tablespoons ', 'vegetable oil': '0.5 pound ', 'eggplant': '1  ', 'black pepper': '1  ', 'fresh parsley chopped': '2  ', 'tomato puree': '1  ', 'garlic': '3 cloves ', 'onions': '3 teaspoons ', 'eggs': '3 teaspoons ', 'bread crumbs': '0.5 cup ', 'ground lamb': '0.5 cup ', 'extra virgin olive oil': '1 tablespoon ', 'flour': '1 cup ', 'spice': '2  ', 'salt': '0.5 cup ', 'fresh coriander': '0.5 cup ', 'bay leaf': '4  ', 'red pepper': '1  ', 'ripe tomatoes': '1  '}",105,Minutes,6300,770,480mg,54g,21g,52g,11g,4,,0,Main Dish,http://yummly.com/recipe/Stuffed-Eggplant-Sephardic-Style-9181464,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,13,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,12,8,-1,0,-1,4,-1,-1,-1,15,-1,-1,-1,-1,19,-1,-1,-1,-1,"['hawaiij', 'eggplant', 'fresh parsley chopped', 'tomato puree', 'garlic', 'onions', 'eggs', 'bread crumbs', 'ground lamb', 'flour', 'spice', 'fresh coriander', 'bay leaf', 'red pepper', 'ripe tomatoes']",15,"[15, 4, 0, 2, 12]"
Chicken Quinoa Casserole,"['cooked chicken breast', 'sweet corn', 'pepper', 'salt', 'milk', 'sliced carrots', 'green beans', 'cream of mushroom soup', 'cooked quinoa', 'peas']",10,"{'cooked chicken breast': '2 cups ', 'sweet corn': '1.5 cups ', 'pepper': '0.5 cup ', 'salt': '0.5 cup ', 'milk': '0.5 cup ', 'sliced carrots': '0.5 cup ', 'green beans': '10.5 ounces ', 'cream of mushroom soup': '1 cup ', 'cooked quinoa': '1  ', 'peas': '1  '}",45,Minutes,2700,170,360mg,4g,7g,26g,4g,6,,0,Main Dish,http://yummly.com/recipe/Chicken-Quinoa-Casserole-1393604,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['cooked chicken breast', 'sweet corn', 'milk', 'sliced carrots', 'green beans', 'cream of mushroom soup', 'cooked quinoa', 'peas']",8,"[3, 2]"
Unstuffed Cabbage Rolls,"['diced tomatoes', 'onion', 'water', 'oil', 'garlic', 'salt', 'cabbage', 'rice', 'lean ground beef', 'tomato sauce']",10,"{'diced tomatoes': '1.5 pounds ', 'onion': '1 tablespoon ', 'water': '1  ', 'oil': '1 clove ', 'garlic': '0.5 cup ', 'salt': '1  ', 'cabbage': '1 can ', 'rice': '1 can ', 'lean ground beef': '0.75 cup ', 'tomato sauce': '1 teaspoon '}",50,Minutes,3000,190,370mg,6g,20g,11g,3g,8,4.5,11,Main Dish,http://yummly.com/recipe/Unstuffed-Cabbage-Rolls-1478815,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,-1,2,-1,-1,"['diced tomatoes', 'onion', 'garlic', 'cabbage', 'rice', 'lean ground beef', 'tomato sauce']",7,"[5, 3, 2]"
Pineapple Grilled Chicken,"['cornstarch', 'soy sauce', 'olive oil', 'Asian chili sauce', 'garlic powder', 'pineapple juice', 'salt', 'onion powder', 'lemon juice', 'brown sugar', 'ketchup', 'Dijon mustard', 'red wine vinegar', 'boneless, skinless chicken breasts', 'ground ginger']",15,"{'cornstarch': '2 pounds ', 'soy sauce': '0.25 cup ', 'olive oil': '2 teaspoons ', 'Asian chili sauce': '1 cup ', 'garlic powder': '0.33 cup ', 'pineapple juice': '2 tablespoons ', 'salt': '2 tablespoons ', 'onion powder': '2 tablespoons ', 'lemon juice': '2 tablespoons ', 'brown sugar': '1 tablespoon ', 'ketchup': '1 teaspoon ', 'Dijon mustard': '1 teaspoon ', 'red wine vinegar': '1 teaspoon ', 'boneless, skinless chicken breasts': '1 teaspoon ', 'ground ginger': '0.5 teaspoon '}",55,Minutes,3300,490,1410mg,21g,49g,26g,<1g,4,5,2,Main Dish,http://yummly.com/recipe/Pineapple-Grilled-Chicken-1920512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,4,14,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,1,9,-1,-1,-1,-1,-1,"['cornstarch', 'soy sauce', 'Asian chili sauce', 'pineapple juice', 'onion powder', 'lemon juice', 'ketchup', 'Dijon mustard', 'red wine vinegar', 'boneless, skinless chicken breasts', 'ground ginger']",11,"[6, 4, 9, 2]"
Halloumi Burger,"['sage leaves', 'olive oil', 'garlic', 'rosemary needles', 'rocket', 'peppers', 'halloumi cheese', 'basil pesto', 'burger buns']",9,"{'sage leaves': '2 tablespoons ', 'olive oil': '1 tablespoon ', 'garlic': '2 cloves ', 'rosemary needles': '1 tablespoon ', 'rocket': '200 grams ', 'peppers': '4  ', 'halloumi cheese': '8 teaspoons ', 'basil pesto': '370 milliliters ', 'burger buns': '75 grams '}",15,Minutes,900,440,640mg,20g,22g,50g,12g,4,,0,,http://yummly.com/recipe/Halloumi-Burger-1411700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['sage leaves', 'garlic', 'rosemary needles', 'rocket', 'peppers', 'halloumi cheese', 'basil pesto', 'burger buns']",8,[1]
Authentic Thai chicken curry,"['fish sauce', 'chicken tenders', 'red bell peppers', 'olive oil', 'palm sugar', 'kaffir lime leaves', 'coconut milk', 'red curry paste']",8,"{'fish sauce': '1.5 pounds ', 'chicken tenders': '2  ', 'red bell peppers': '1 tablespoon ', 'olive oil': '2 tablespoons ', 'palm sugar': '14 ounces ', 'kaffir lime leaves': '2 tablespoons ', 'coconut milk': '1 tablespoon ', 'red curry paste': '6  '}",20,Minutes,1200,480,910mg,32g,39g,12g,3g,4,4.5,15,Main Dish,http://yummly.com/recipe/Authentic-Thai-chicken-curry-1548849,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['fish sauce', 'chicken tenders', 'red bell peppers', 'palm sugar', 'kaffir lime leaves', 'coconut milk', 'red curry paste']",7,[3]
Braised Chicken (with Vegetables and Gravy),"['chicken broth', 'olive oil', 'garlic powder', 'pepper', 'salt', 'onion powder', 'carrots', 'garlic', 'red wine vinegar', 'yellow onions', 'celery', 'all purpose flour', 'chicken quarters', 'butter', 'parsley']",15,"{'chicken broth': '6  ', 'olive oil': '1  ', 'garlic powder': '1  ', 'pepper': '1  ', 'salt': '1  ', 'onion powder': '4 tablespoons ', 'carrots': '2 tablespoons ', 'garlic': '2  ', 'red wine vinegar': '3  ', 'yellow onions': '3 stalks ', 'celery': '6 cloves ', 'all purpose flour': '0.25 cup ', 'chicken quarters': '3 cups ', 'butter': '2 tablespoons ', 'parsley': '2 tablespoons '}",4,Hours,14400,420,350mg,29g,27g,15g,3g,6,,0,Main Dish,http://yummly.com/recipe/Braised-Chicken-_with-Vegetables-and-Gravy_-9088063,-1,-1,-1,-1,-1,-1,-1,13,6,10,-1,-1,-1,-1,-1,11,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['chicken broth', 'onion powder', 'carrots', 'garlic', 'red wine vinegar', 'yellow onions', 'celery', 'all purpose flour', 'chicken quarters', 'butter', 'parsley']",11,"[4, 3, 2, 1]"
Winter Diet Soup,"['olive oil', 'small onions', 'garlic', 'vegetable broth', 'carrots', 'cabbage', 'kale', 'salt', 'pepper', 'gold potatoes', 'bok choy', 'tomatoes', 'onion soup mix']",13,"{'olive oil': '4  ', 'small onions': '1  ', 'garlic': '2  ', 'vegetable broth': '1 bunch ', 'carrots': '0.5  ', 'cabbage': '5  ', 'kale': '1 bunch ', 'salt': '3 cloves ', 'pepper': '8 cups ', 'gold potatoes': '3  ', 'bok choy': '1 packet ', 'tomatoes': '1  ', 'onion soup mix': '1  '}",105,Minutes,6300,80,750mg,1.5g,3g,16g,4g,16,4.5,8,,http://yummly.com/recipe/Winter-Diet-Soup-2319922,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,8,9,-1,-1,7,-1,-1,-1,-1,11,-1,-1,-1,-1,"['small onions', 'garlic', 'vegetable broth', 'carrots', 'cabbage', 'kale', 'gold potatoes', 'bok choy', 'tomatoes', 'onion soup mix']",10,"[7, 8, 0]"
Instant Pot Lemon Poached Chicken Breasts,"['chicken stock', 'peppercorns', 'fresh thyme', 'lemon', 'chicken breasts boneless']",5,"{'chicken stock': '4  ', 'peppercorns': '4 cups ', 'fresh thyme': '1  ', 'lemon': '4 sprigs ', 'chicken breasts boneless': '1 teaspoon '}",10,Minutes,600,230,480mg,6g,32g,13g,2g,4,3,1,Main Dish,http://yummly.com/recipe/Instant-Pot-Lemon-Poached-Chicken-Breasts-2372533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['chicken stock', 'peppercorns', 'fresh thyme', 'lemon', 'chicken breasts boneless']",5,[]
